"mpio","dep","pob","emplserv","mpionombre","depnombre","ind"
15660,15,674,1,"San Eduardo","Boyacá",148.367952522255
73443,73,23221,34,"Mariquita","Tolima",146.419189526722
52354,52,687,1,"Imués","Nariño",145.560407569141
76147,76,118294,172,"Cartago","Valle del Cauca",145.40044296414
25513,25,13071,19,"Pacho","Cundinamarca",145.359957157065
52612,52,2064,3,"Ricaurte","Nariño",145.348837209302
68211,68,2752,4,"Contratación","Santander",145.348837209302
73449,73,26170,38,"Melgar","Tolima",145.204432556362
73148,73,6219,9,"Carmen de Apicalá","Tolima",144.717800289436
68872,68,3465,5,"Villanueva","Santander",144.300144300144
95015,95,4855,7,"Calamar","Guaviare",144.181256436663
5206,5,1389,2,"Concepción","Antioquia",143.988480921526
5318,5,13913,20,"Guarne","Antioquia",143.750449220154
15816,15,696,1,"Togüí","Boyacá",143.67816091954
5240,5,2102,3,"Ebéjico","Antioquia",142.721217887726
47545,47,6308,9,"Pijiño del Carmen","Magdalena",142.675967025999
25658,25,2811,4,"San Francisco","Cundinamarca",142.298114549982
15763,15,703,1,"Sotaquirá","Boyacá",142.247510668563
23574,23,3539,5,"Puerto Escondido","Córdoba",141.282848262221
50245,50,721,1,"El Calvario","Meta",138.69625520111
5125,5,1450,2,"Caicedo","Antioquia",137.931034482759
25290,25,82802,114,"Fusagasugá","Cundinamarca",137.677833868747
15761,15,728,1,"Somondoco","Boyacá",137.362637362637
54245,54,2186,3,"El Carmen","Norte de Santander",137.236962488564
13458,13,7315,10,"Montecristo","Bolívar",136.705399863295
18753,18,31515,43,"San Vicente del Caguán","Caquetá",136.442963668095
44378,44,8837,12,"Hatonuevo","La Guajira",135.792689826864
41807,41,6649,9,"Timaná","Huila",135.358700556475
76377,76,2217,3,"La Cumbre","Valle del Cauca",135.31799729364
73686,73,2219,3,"Santa Isabel","Tolima",135.196034249662
68547,68,91869,124,"Piedecuesta","Santander",134.974801075444
68324,68,741,1,"Guavatá","Santander",134.952766531714
73873,73,2228,3,"Villarrica","Tolima",134.649910233393
73483,73,13445,18,"Natagaima","Tolima",133.878765340275
25019,25,1497,2,"Albán","Cundinamarca",133.600534402138
50110,50,2248,3,"Barranca de Upía","Meta",133.451957295374
5284,5,7494,10,"Frontino","Antioquia",133.440085401655
25307,25,90929,121,"Girardot","Cundinamarca",133.070857482211
17777,17,11532,15,"Supía","Caldas",130.072840790843
8758,8,454614,591,"Soledad","Atlántico",130.000395940292
15507,15,3850,5,"Otanche","Boyacá",129.87012987013
54099,54,2314,3,"Bochalema","Norte de Santander",129.645635263613
54003,54,14661,19,"Abrego","Norte de Santander",129.59552554396
68250,68,772,1,"El Peñón","Santander",129.533678756477
23500,23,5411,7,"Moñitos","Córdoba",129.366106080207
81065,81,15583,20,"Arauquita","Arauca",128.344991336713
81736,81,27352,35,"Saravena","Arauca",127.961392219947
47960,47,3147,4,"Zapayán","Magdalena",127.105179536066
25793,25,791,1,"Tausa","Cundinamarca",126.422250316056
25312,25,1586,2,"Granada","Cundinamarca",126.103404791929
86749,86,7962,10,"Sibundoy","Putumayo",125.596583772921
19130,19,1593,2,"Cajibío","Cauca",125.549278091651
85010,85,19930,25,"Aguazul","Casanare",125.439036628199
25148,25,2413,3,"Caparrapí","Cundinamarca",124.326564442603
15580,15,1614,2,"Quípama","Boyacá",123.915737298637
20570,20,4043,5,"Pueblo Bello","Cesar",123.670541676973
70265,70,5662,7,"Guaranda","Sucre",123.631225715295
25843,25,21851,27,"Villa de San Diego de Ubate","Cundinamarca",123.56413894101
73270,73,1619,2,"Falan","Tolima",123.533045089561
25126,25,26757,33,"Cajicá","Cundinamarca",123.332212131405
20011,20,67821,83,"Aguachica","Cesar",122.380973444803
23675,23,8187,10,"San Bernardo del Viento","Córdoba",122.144863808477
20178,20,13117,16,"Chiriguaná","Cesar",121.979111077228
15638,15,1644,2,"Sáchica","Boyacá",121.654501216545
81591,81,2468,3,"Puerto Rondón","Arauca",121.555915721232
50313,50,38109,46,"Granada","Meta",120.706394814873
68377,68,1660,2,"La Belleza","Santander",120.481927710843
85250,85,15777,19,"Paz de Ariporo","Casanare",120.428471826076
15814,15,3330,4,"Toca","Boyacá",120.12012012012
73622,73,1667,2,"Roncesvalles","Tolima",119.97600479904
13212,13,3346,4,"Córdoba","Bolívar",119.545726240287
76622,76,23458,28,"Roldanillo","Valle del Cauca",119.362264472675
5670,5,5874,7,"San Roque","Antioquia",119.169220292816
5036,5,4207,5,"Angelópolis","Antioquia",118.849536486808
5761,5,5907,7,"Sopetrán","Antioquia",118.503470458778
5686,5,14383,17,"Santa Rosa de Osos","Antioquia",118.19509142738
70713,70,17066,20,"San Onofre","Sucre",117.19207781554
73563,73,3426,4,"Prado","Tolima",116.754232340922
76250,76,5141,6,"El Dovio","Valle del Cauca",116.708811515269
88564,88,1714,2,"Providencia","Archipiélago de San Andrés",116.686114352392
17433,17,8590,10,"Manzanares","Caldas",116.414435389988
41791,41,4308,5,"Tarqui","Huila",116.063138347261
5360,5,212007,246,"Itagui","Antioquia",116.033904540888
66682,66,53835,62,"Santa Rosa de Cabal","Risaralda",115.166713104857
25817,25,9556,11,"Tocancipá","Cundinamarca",115.110925073252
19585,19,1749,2,"Puracé","Cauca",114.351057747284
41548,41,4374,5,"Pital","Huila",114.311842706904
70702,70,6172,7,"San Juan de Betulia","Sucre",113.415424497732
70523,70,4428,5,"Palmito","Sucre",112.917795844625
15362,15,886,1,"Iza","Boyacá",112.866817155756
91540,91,1787,2,"Puerto Nariño","Amazonas",111.919418019026
15480,15,5368,6,"Muzo","Boyacá",111.77347242921
25772,25,6336,7,"Suesca","Cundinamarca",110.479797979798
5440,5,32598,36,"Marinilla","Antioquia",110.436223081171
73671,73,8176,9,"Saldaña","Tolima",110.078277886497
15425,15,911,1,"Macanal","Boyacá",109.769484083425
73067,73,4563,5,"Ataco","Tolima",109.577032653956
25899,25,86838,95,"Zipaquirá","Cundinamarca",109.399110988277
68190,68,12849,14,"Cimitarra","Santander",108.957895556074
25662,25,2755,3,"San Juan de Río Seco","Cundinamarca",108.892921960073
19807,19,11042,12,"Timbío","Cauca",108.675964499185
25506,25,921,1,"Venecia","Cundinamarca",108.5776330076
70820,70,22248,24,"Santiago de Tolú","Sucre",107.874865156419
63190,63,19474,21,"Circasia","Quindio",107.8360891445
17873,17,35530,38,"Villamaría","Caldas",106.951871657754
27495,27,1874,2,"Nuquí","Chocó",106.723585912487
73319,73,15990,17,"Guamo","Tolima",106.316447779862
5282,5,8488,9,"Fredonia","Antioquia",106.032045240339
86571,86,2833,3,"Puerto Guzmán","Putumayo",105.894811154253
68573,68,2834,3,"Puerto Parra","Santander",105.857445306987
8141,8,8546,9,"Candelaria","Atlántico",105.31242686637
5490,5,11472,12,"Necoclí","Antioquia",104.602510460251
13744,13,6714,7,"Simití","Bolívar",104.259755734287
27580,27,963,1,"Río Iro","Chocó",103.842159916926
5368,5,7710,8,"Jericó","Antioquia",103.761348897536
70124,70,2898,3,"Caimito","Sucre",103.51966873706
73770,73,1933,2,"Suárez","Tolima",103.466114847387
5034,5,18503,19,"Andes","Antioquia",102.686050910663
5197,5,3896,4,"Cocorná","Antioquia",102.669404517454
27660,27,974,1,"San José del Palmar","Chocó",102.669404517454
17013,17,9775,10,"Aguadas","Caldas",102.30179028133
85230,85,3949,4,"Orocué","Casanare",101.291466193973
8372,8,8932,9,"Juan de Acosta","Atlántico",100.761307657859
76054,76,2982,3,"Argelia","Valle del Cauca",100.603621730382
68615,68,5987,6,"Rionegro","Santander",100.217137130449
50590,50,5010,5,"Puerto Rico","Meta",99.8003992015968
8638,8,65245,65,"Sabanalarga","Atlántico",99.6244922982604
27150,27,1005,1,"Carmen del Darien","Chocó",99.502487562189
50223,50,3026,3,"Cubarral","Meta",99.1407799074686
5607,5,8086,8,"Retiro","Antioquia",98.936433341578
5353,5,3034,3,"Hispania","Antioquia",98.8793671720501
73555,73,7107,7,"Planadas","Tolima",98.4944420993387
5045,5,114728,113,"Apartadó","Antioquia",98.4938288822258
50330,50,3052,3,"Mesetas","Meta",98.2961992136304
5212,5,52904,52,"Copacabana","Antioquia",98.2912445183729
13780,13,5094,5,"Talaigua Nuevo","Bolívar",98.1546917942678
17388,17,2055,2,"La Merced","Caldas",97.323600973236
25530,25,2056,2,"Paratebueno","Cundinamarca",97.2762645914397
5658,5,2069,2,"San José de La Montaña","Antioquia",96.665055582407
5237,5,11402,11,"Don Matías","Antioquia",96.4743027539028
70221,70,3113,3,"Coveñas","Sucre",96.370061034372
23855,23,12485,12,"Valencia","Córdoba",96.1153384060873
5321,5,4165,4,"Guatapé","Antioquia",96.0384153661465
52788,52,2099,2,"Tangua","Nariño",95.2834683182468
44855,44,7432,7,"Urumita","La Guajira",94.1872981700754
5858,5,6396,6,"Vegachí","Antioquia",93.8086303939963
5856,5,3207,3,"Valparaíso","Antioquia",93.5453695042095
15837,15,2144,2,"Tuta","Boyacá",93.2835820895522
41244,41,1077,1,"Elías","Huila",92.8505106778087
20710,20,14013,13,"San Alberto","Cesar",92.770998358667
95001,95,34540,32,"San José del Guaviare","Guaviare",92.6462072958888
17042,17,19436,18,"Anserma","Caldas",92.6116484873431
47555,47,35672,33,"Plato","Magdalena",92.5095312850415
54347,54,1081,1,"Herrán","Norte de Santander",92.5069380203515
70418,70,8651,8,"Los Palmitos","Sucre",92.4748583978731
25885,25,3245,3,"Yacopí","Cundinamarca",92.4499229583975
70717,70,10821,10,"San Pedro","Sucre",92.4129008409574
17446,17,1084,1,"Marulanda","Caldas",92.2509225092251
13160,13,3258,3,"Cantagallo","Bolívar",92.0810313075506
73283,73,14119,13,"Fresno","Tolima",92.0745095261704
52490,52,3280,3,"Olaya Herrera","Nariño",91.4634146341463
44560,44,26653,24,"Manaure","La Guajira",90.0461486511837
86885,86,7784,7,"Villagarzón","Putumayo",89.9280575539568
25178,25,2243,2,"Chipaque","Cundinamarca",89.1662951404369
47551,47,19079,17,"Pivijay","Magdalena",89.1032024739242
50006,50,43782,39,"Acacías","Meta",89.0777031656845
20383,20,5666,5,"La Gloria","Cesar",88.2456759618779
47058,47,18148,16,"Ariguaní","Magdalena",88.1639850121226
85139,85,6826,6,"Maní","Casanare",87.8992089071198
25851,25,2277,2,"Útica","Cundinamarca",87.8348704435661
76109,76,290025,254,"Buenaventura","Valle del Cauca",87.5786570123265
63690,63,3446,3,"Salento","Quindio",87.0574579222287
68307,68,117544,102,"Girón","Santander",86.7760157898319
52835,52,85294,74,"San Andres de Tumaco","Nariño",86.7587403568833
76403,76,9238,8,"La Victoria","Valle del Cauca",86.5988309157826
5044,5,1157,1,"Anza","Antioquia",86.4304235090752
47541,47,2320,2,"Pedraza","Magdalena",86.2068965517241
25736,25,2334,2,"Sesquilé","Cundinamarca",85.6898029134533
25377,25,9337,8,"La Calera","Cundinamarca",85.6806254685659
15757,15,3528,3,"Socha","Boyacá",85.0340136054422
54418,54,1184,1,"Lourdes","Norte de Santander",84.4594594594595
17867,17,3560,3,"Victoria","Caldas",84.2696629213483
41306,41,14255,12,"Gigante","Huila",84.1809891266222
86219,86,2401,2,"Colón","Putumayo",83.298625572678
99524,99,2405,2,"La Primavera","Vichada",83.1600831600832
41872,41,2419,2,"Villavieja","Huila",82.6787928896238
5854,5,4930,4,"Valdivia","Antioquia",81.1359026369168
13549,13,2478,2,"Pinillos","Bolívar",80.7102502017756
27160,27,3719,3,"Cértegui","Chocó",80.6668459263243
13657,13,23624,19,"San Juan Nepomuceno","Bolívar",80.4266847273959
76113,76,11212,9,"Bugalagrande","Valle del Cauca",80.2711380663575
63272,63,6233,5,"Filandia","Quindio",80.2181934862827
50568,50,6234,5,"Puerto Gaitán","Meta",80.2053256336221
18460,18,1249,1,"Milán","Caquetá",80.0640512409928
15244,15,2499,2,"El Cocuy","Boyacá",80.0320128051221
5310,5,5007,4,"Gómez Plata","Antioquia",79.8881565807869
5887,5,26481,21,"Yarumal","Antioquia",79.3021411578113
23350,23,10155,8,"La Apartada","Córdoba",78.7789266371246
17541,17,7629,6,"Pensilvania","Caldas",78.6472670074715
54377,54,1274,1,"Labateca","Norte de Santander",78.4929356357928
73349,73,24426,19,"Honda","Tolima",77.7859657741751
5628,5,2574,2,"Sabanalarga","Antioquia",77.7000777000777
20621,20,12891,10,"La Paz","Cesar",77.5735008920953
66045,66,5172,4,"Apía","Risaralda",77.3395204949729
50270,50,1300,1,"El Dorado","Meta",76.9230769230769
19845,19,10446,8,"Villa Rica","Cauca",76.5843385027762
76606,76,7835,6,"Restrepo","Valle del Cauca",76.5794511805999
19397,19,2615,2,"La Vega","Cauca",76.4818355640535
76306,76,7892,6,"Ginebra","Valle del Cauca",76.0263558033452
19290,19,1318,1,"Florencia","Cauca",75.8725341426404
5679,5,10550,8,"Santa Bárbara","Antioquia",75.8293838862559
25878,25,4019,3,"Viotá","Cundinamarca",74.6454341876089
5138,5,5374,4,"Cañasgordas","Antioquia",74.4324525493115
25572,25,10757,8,"Puerto Salgar","Cundinamarca",74.3701775587989
17174,17,43218,32,"Chinchiná","Caldas",74.0432227312694
25269,25,93554,69,"Facatativá","Cundinamarca",73.7541954379289
41016,41,12205,9,"Aipe","Huila",73.7402703809914
13248,13,4087,3,"El Guamo","Bolívar",73.4034744311231
68255,68,5456,4,"El Playón","Santander",73.3137829912023
17495,17,4096,3,"Norcasia","Caldas",73.2421875
70678,70,5463,4,"San Benito Abad","Sucre",73.2198425773385
66572,66,2737,2,"Pueblo Rico","Risaralda",73.0727073438071
44110,44,5476,4,"El Molino","La Guajira",73.0460189919649
18094,18,5488,4,"Belén de Los Andaquies","Caquetá",72.8862973760933
5088,5,354147,258,"Bello","Antioquia",72.8511042024922
8685,8,22009,16,"Santo Tomás","Atlántico",72.6975328274797
5055,5,2752,2,"Argelia","Antioquia",72.6744186046512
66440,66,11112,8,"Marsella","Risaralda",71.9942404607631
5347,5,2797,2,"Heliconia","Antioquia",71.5051841258491
13140,13,11336,8,"Calamar","Bolívar",70.5716302046577
5697,5,19866,14,"El Santuario","Antioquia",70.4721634954193
20517,20,11508,8,"Pailitas","Cesar",69.5168578380257
68655,68,11508,8,"Sabana de Torres","Santander",69.5168578380257
70110,70,7206,5,"Buenavista","Sucre",69.3866222592284
70204,70,2912,2,"Coloso","Sucre",68.6813186813187
52390,52,5844,4,"La Tola","Nariño",68.4462696783025
5425,5,2926,2,"Maceo","Antioquia",68.3526999316473
25295,25,5859,4,"Gachancipá","Cundinamarca",68.2710360129715
17665,17,1477,1,"San José","Caldas",67.7048070412999
5150,5,2967,2,"Carolina","Antioquia",67.4081563869228
41615,41,8956,6,"Rivera","Huila",66.9941938365342
5847,5,14966,10,"Urrao","Antioquia",66.8181210744354
13810,13,4501,3,"Tiquisio","Bolívar",66.6518551433015
20060,20,27404,18,"Bosconia","Cesar",65.6838417749234
25599,25,3051,2,"Apulo","Cundinamarca",65.5522779416585
20770,20,7630,5,"San Martín","Cesar",65.5307994757536
50318,50,6123,4,"Guamal","Meta",65.3274538624857
23586,23,6126,4,"Purísima","Córdoba",65.2954619653934
41013,41,4607,3,"Agrado","Huila",65.1182982418059
15215,15,1538,1,"Corrales","Boyacá",65.0195058517555
44090,44,3107,2,"Dibulla","La Guajira",64.3707756678468
13600,13,6288,4,"Río Viejo ","Bolívar",63.6132315521629
27099,27,4733,3,"Bojaya","Chocó",63.384745404606
20175,20,11083,7,"Chimichagua","Cesar",63.1597942795272
73411,73,25503,16,"Líbano","Tolima",62.7377171313179
54720,54,7994,5,"Sardinata","Norte de Santander",62.546910182637
13440,13,1614,1,"Margarita","Bolívar",61.9578686493185
66383,66,3234,2,"La Celia","Risaralda",61.8429189857761
5585,5,6527,4,"Puerto Nare","Antioquia",61.2838976558909
85162,85,9791,6,"Monterrey","Casanare",61.2807680522929
66687,66,6539,4,"Santuario","Risaralda",61.1714329408166
5837,5,47633,29,"Turbo","Antioquia",60.8821615266727
25898,25,1643,1,"Zipacón","Cundinamarca",60.8642726719416
68229,68,3288,2,"Curití","Santander",60.8272506082725
5541,5,8222,5,"Peñol","Antioquia",60.8124543906592
44874,44,18200,11,"Villanueva","La Guajira",60.4395604395604
85225,85,1662,1,"Nunchía","Casanare",60.1684717208183
47660,47,3331,2,"Sabanas de San Angel","Magdalena",60.0420294205944
5790,5,18427,11,"Tarazá","Antioquia",59.6950127530255
25001,25,8444,5,"Agua de Dios","Cundinamarca",59.2136428233065
52207,52,1706,1,"Consaca","Nariño",58.6166471277843
76036,76,13678,8,"Andalucía","Valle del Cauca",58.4880830530779
5809,5,6848,4,"Titiribí","Antioquia",58.411214953271
5059,5,1730,1,"Armenia","Antioquia",57.8034682080925
23090,23,3463,2,"Canalete","Córdoba",57.7533930118394
73024,73,1743,1,"Alpujarra","Tolima",57.372346528973
66088,66,12258,7,"Belén de Umbría","Risaralda",57.1055637134932
76126,76,8862,5,"Calima","Valle del Cauca",56.4206725344166
54660,54,3555,2,"Salazar","Norte de Santander",56.2587904360056
52256,52,3567,2,"El Rosario","Nariño",56.0695262125035
5893,5,7157,4,"Yondó","Antioquia",55.889339108565
76100,76,3589,2,"Bolívar","Valle del Cauca",55.7258289217052
63130,63,53996,30,"Calarca","Quindio",55.5596710867472
5315,5,1802,1,"Guadalupe","Antioquia",55.4938956714761
41524,41,12653,7,"Palermo","Huila",55.3228483363629
13647,13,10906,6,"San Estanislao","Bolívar",55.0155877498625
73678,73,3652,2,"San Luis","Tolima",54.7645125958379
70473,70,5486,3,"Morroa","Sucre",54.6846518410499
76828,76,7340,4,"Trujillo","Valle del Cauca",54.4959128065395
41132,41,23857,13,"Campoalegre","Huila",54.4913442595465
17524,17,5541,3,"Palestina","Caldas",54.1418516513265
18410,18,3700,2,"La Montañita","Caquetá",54.0540540540541
8433,8,92758,50,"Malambo","Atlántico",53.9037064188534
18247,18,13021,7,"El Doncello","Caquetá",53.7593118808079
99001,99,9316,5,"Puerto Carreño","Vichada",53.6711034778875
52381,52,1875,1,"La Florida","Nariño",53.3333333333333
66594,66,7526,4,"Quinchía","Risaralda",53.1490831783152
73861,73,13186,7,"Venadillo","Tolima",53.0866070074321
25473,25,60323,32,"Mosquera","Cundinamarca",53.0477595610298
5400,5,9427,5,"La Unión","Antioquia",53.0391428874509
41483,41,1891,1,"Nátaga","Huila",52.8820729772607
8560,8,9501,5,"Ponedera","Atlántico",52.6260393642774
73030,73,5730,3,"Ambalema","Tolima",52.3560209424084
20045,20,9556,5,"Becerril","Cesar",52.3231477605693
52473,52,3828,2,"Mosquera","Nariño",52.2466039707419
17380,17,61613,32,"La Dorada","Caldas",51.9370911982861
76869,76,5780,3,"Vijes","Valle del Cauca",51.9031141868512
50287,50,5782,3,"Fuente de Oro","Meta",51.8851608439986
5190,5,7751,4,"Cisneros","Antioquia",51.606244355567
5129,5,52470,27,"Caldas","Antioquia",51.4579759862779
68575,68,15563,8,"Puerto Wilches","Santander",51.4039709567564
5313,5,3904,2,"Granada","Antioquia",51.2295081967213
47205,47,3919,2,"Concordia","Magdalena",51.033426894616
41020,41,13742,7,"Algeciras","Huila",50.9387279871926
5642,5,7875,4,"Salgar","Antioquia",50.7936507936508
76400,76,23789,12,"La Unión","Valle del Cauca",50.4434822817269
68406,68,13992,7,"Lebríja","Santander",50.0285877644368
54553,54,8013,4,"Puerto Santander","Norte de Santander",49.9188818170473
17616,17,4017,2,"Risaralda","Caldas",49.7883993029624
5209,5,8068,4,"Concordia","Antioquia",49.5785820525533
41801,41,4046,2,"Teruel","Huila",49.4315373208107
41518,41,2025,1,"Paicol","Huila",49.3827160493827
5576,5,4057,2,"Pueblorrico","Antioquia",49.297510475721
13667,13,6092,3,"San Martín de Loba","Bolívar",49.2449113591596
13042,13,4140,2,"Arenal","Bolívar",48.3091787439614
17877,17,10355,5,"Viterbo","Caldas",48.2858522452921
52378,52,6255,3,"La Cruz","Nariño",47.9616306954436
18029,18,2097,1,"Albania","Caquetá",47.6871721506915
5120,5,6292,3,"Cáceres","Antioquia",47.6795931341386
5495,5,10574,5,"Nechí","Antioquia",47.2857953470777
5690,5,2118,1,"Santo Domingo","Antioquia",47.2143531633617
54800,54,2136,1,"Teorama","Norte de Santander",46.8164794007491
52323,52,2148,1,"Gualmatán","Nariño",46.5549348230912
5480,5,4302,2,"Mutatá","Antioquia",46.4900046490005
73347,73,2174,1,"Herveo","Tolima",45.9981600735971
8421,8,10875,5,"Luruaco","Atlántico",45.9770114942529
73675,73,4351,2,"San Antonio","Tolima",45.9664444955183
27413,27,2198,1,"Lloró","Chocó",45.4959053685168
27006,27,4487,2,"Acandí","Chocó",44.5732114998886
17486,17,13482,6,"Neira","Caldas",44.5037828215398
73226,73,2256,1,"Cunday","Tolima",44.3262411347518
20238,20,18111,8,"El Copey","Cesar",44.1720501352769
41357,41,2284,1,"Iquira","Huila",43.7828371278459
5148,5,22847,10,"El Carmen de Viboral","Antioquia",43.7694226813148
5079,5,18609,8,"Barbosa","Antioquia",42.9899510989306
25286,25,56083,24,"Funza","Cundinamarca",42.7937164559671
73275,73,23471,10,"Flandes","Tolima",42.6057688210984
5591,5,4705,2,"Puerto Triunfo","Antioquia",42.5079702444208
52287,52,2358,1,"Funes","Nariño",42.4088210347752
15572,15,33241,14,"Puerto Boyacá","Boyacá",42.1166631569447
17088,17,4816,2,"Belalcázar","Caldas",41.5282392026578
41026,41,2409,1,"Altamira","Huila",41.51100041511
27615,27,7265,3,"Riosucio","Chocó",41.2938747419133
76890,76,7283,3,"Yotoco","Valle del Cauca",41.1918165591103
15690,15,2434,1,"Santa María","Boyacá",41.0846343467543
17662,17,4876,2,"Samaná","Caldas",41.0172272354389
5483,5,2461,1,"Nariño","Antioquia",40.6338886631451
85440,85,17299,7,"Villanueva","Casanare",40.4647667495231
25430,25,52100,21,"Madrid","Cundinamarca",40.3071017274472
73854,73,2490,1,"Valle de San Juan","Tolima",40.1606425702811
25535,25,2495,1,"Pasca","Cundinamarca",40.0801603206413
5250,5,25055,10,"El Bagre","Antioquia",39.912193175015
5308,5,25065,10,"Girardota","Antioquia",39.8962696987832
5147,5,30259,12,"Carepa","Antioquia",39.6576225255296
20295,20,7821,3,"Gamarra","Cesar",38.3582662063675
25769,25,5261,2,"Subachoque","Cundinamarca",38.0155863904201
52520,52,5263,2,"Francisco Pizarro","Nariño",38.001140034201
18205,18,5265,2,"Curillo","Caquetá",37.9867046533713
63594,63,26354,10,"Quimbaya","Quindio",37.9449039993929
8137,8,15826,6,"Campo de La Cruz","Atlántico",37.9122962214078
20013,20,37578,14,"Agustín Codazzi","Cesar",37.2558411836713
5042,5,13538,5,"Santafé de Antioquia","Antioquia",36.9330772639976
5649,5,5426,2,"San Carlos","Antioquia",36.8595650571323
94001,94,10855,4,"Inírida","Guainía",36.8493781667434
5031,5,10914,4,"Amalfi","Antioquia",36.6501740883269
76246,76,2744,1,"El Cairo","Valle del Cauca",36.4431486880466
5736,5,27647,10,"Segovia","Antioquia",36.1702897240207
17653,17,11071,4,"Salamina","Caldas",36.1304308553879
5142,5,2775,1,"Caracolí","Antioquia",36.036036036036
76895,76,27966,10,"Zarzal","Valle del Cauca",35.7577057855968
13052,13,47562,17,"Arjona","Bolívar",35.7428198982381
52573,52,2806,1,"Puerres","Nariño",35.6379187455453
23168,23,2817,1,"Chimá","Córdoba",35.498757543486
50450,50,5640,2,"Puerto Concordia","Meta",35.4609929078014
63470,63,31127,11,"Montenegro","Quindio",35.3390946766473
54810,54,11638,4,"Tibú","Norte de Santander",34.3701666953085
76892,76,79462,27,"Yumbo","Valle del Cauca",33.9785054491455
25740,25,20643,7,"Sibaté","Cundinamarca",33.9097999321804
8634,8,23721,8,"Sabanagrande","Atlántico",33.725391003752
20228,20,17801,6,"Curumaní","Cesar",33.7059715746306
5390,5,5956,2,"La Pintada","Antioquia",33.5795836131632
76318,76,18198,6,"Guacarí","Valle del Cauca",32.9706561160567
73124,73,9188,3,"Cajamarca","Tolima",32.6512842838485
76736,76,30654,10,"Sevilla","Valle del Cauca",32.6221700267502
50689,50,18403,6,"San Martín","Meta",32.6033798837146
50577,50,3068,1,"Puerto Lleras","Meta",32.5945241199478
5861,5,6149,2,"Venecia","Antioquia",32.5256139209628
18592,18,12363,4,"Puerto Rico","Caquetá",32.3546064870986
18150,18,9365,3,"Cartagena del Chairá","Caquetá",32.0341697810998
50711,50,6297,2,"Vistahermosa","Meta",31.7611561060823
5667,5,6308,2,"San Rafael","Antioquia",31.7057704502219
5792,5,3168,1,"Tarso","Antioquia",31.5656565656566
27800,27,3172,1,"Unguía","Chocó",31.5258511979823
63401,63,29844,9,"La Tebaida","Quindio",30.1568154402895
73870,73,3326,1,"Villahermosa","Tolima",30.0661455201443
5172,5,50496,15,"Chigorodó","Antioquia",29.7053231939163
50683,50,3425,1,"San Juan de Arama","Meta",29.1970802919708
5376,5,38270,11,"La Ceja","Antioquia",28.7431408413901
20550,20,10547,3,"Pelaya","Cesar",28.4441073290983
5656,5,3517,1,"San Jerónimo","Antioquia",28.4333238555587
8675,8,10684,3,"Santa Lucía","Atlántico",28.0793710220891
19212,19,10722,3,"Corinto","Cauca",27.9798545047566
13442,13,17872,5,"María La Baja","Bolívar",27.9767233661594
50226,50,10767,3,"Cumaral","Meta",27.8629144608526
25845,25,3611,1,"Une","Cundinamarca",27.693159789532
70508,70,11016,3,"Ovejas","Sucre",27.2331154684096
8558,8,11018,3,"Polonuevo","Atlántico",27.2281720820476
66400,66,29432,8,"La Virginia","Risaralda",27.1812992661049
5234,5,7372,2,"Dabeiba","Antioquia",27.1296798697775
41078,41,3763,1,"Baraya","Huila",26.5745415891576
27245,27,3764,1,"El Carmen de Atrato","Chocó",26.567481402763
5756,5,15279,4,"Sonson","Antioquia",26.1797238039139
50400,50,3823,1,"Lejanías","Meta",26.1574679571018
66456,66,3823,1,"Mistrató","Risaralda",26.1574679571018
19513,19,3901,1,"Padilla","Cauca",25.6344527044348
76233,76,7930,2,"Dagua","Valle del Cauca",25.2206809583859
8296,8,28336,7,"Galapa","Atlántico",24.703557312253
5604,5,8175,2,"Remedios","Antioquia",24.4648318042813
76563,76,41241,10,"Pradera","Valle del Cauca",24.247714652894
47189,47,87205,21,"Ciénaga","Magdalena",24.0811880052749
20400,20,16678,4,"La Jagua de Ibirico","Cesar",23.9836910900588
47570,47,8425,2,"Puebloviejo","Magdalena",23.7388724035608
73055,73,8616,2,"Armero","Tolima",23.2126276694522
13673,13,4362,1,"Santa Catalina","Bolívar",22.9252636405319
76275,76,39990,9,"Florida","Valle del Cauca",22.5056264066016
8770,8,8896,2,"Suan","Atlántico",22.4820143884892
99773,99,4486,1,"Cumaribo","Vichada",22.2915737851092
18610,18,4513,1,"San José del Fragua","Caquetá",22.158209616663
76020,76,9074,2,"Alcalá","Valle del Cauca",22.0409962530306
19455,19,22689,5,"Miranda","Cauca",22.037110494072
76823,76,9083,2,"Toro","Valle del Cauca",22.0191566662997
47268,47,13657,3,"El Retén","Magdalena",21.9667569744453
73408,73,13907,3,"Lérida","Tolima",21.5718702811534
5030,5,14052,3,"Amagá","Antioquia",21.3492741246798
63302,63,4694,1,"Génova","Quindio",21.3037920749893
76130,76,19078,4,"Candelaria","Valle del Cauca",20.9665583394486
5579,5,33412,7,"Puerto Berrío","Antioquia",20.9505566862205
13654,13,19276,4,"San Jacinto","Bolívar",20.7511931936086
23672,23,14562,3,"San Antero","Córdoba",20.6015657189946
25260,25,9736,2,"El Rosal","Cundinamarca",20.5423171733772
41349,41,4876,1,"Hobo","Huila",20.5086136177194
13894,13,9766,2,"Zambrano","Bolívar",20.4792135981978
8606,8,14853,3,"Repelón","Atlántico",20.1979398101394
47675,47,4954,1,"Salamina","Magdalena",20.185708518369
47053,47,19907,4,"Aracataca","Magdalena",20.0934344702868
